gene_id	SJINF053_211_withinKeepPairs
Y_RNA	0.0
RN7SKP50	0.0
Y_RNA	0.0
Y_RNA	0.0
RNA5SP510	0.0
SNORD114-17	0.0
RNU4-56P	0.0
Y_RNA	0.0
RNU1-93P	0.0
RNU6-343P	0.0
RN7SKP78	3.0
RN7SKP191	0.0
Y_RNA	0.0
RNU6-593P	0.0
RNA5S2	0.0
RNU6-99P	0.0
snoU2_19	0.0
RNA5SP517	0.0
RNA5SP132	0.0
Y_RNA	0.0
RNU6-219P	0.0
RN7SKP124	1.0
Y_RNA	0.0
RNU6-740P	0.0
RNU4-16P	0.0
RNU4-42P	0.0
RNU4-28P	0.0
RNA5SP84	0.0
RN7SKP15	0.0
RNU6-200P	0.0
RNU1-91P	0.0
RNA5SP505	0.0
SNORA67	0.0
RNA5SP51	0.0
RNU6-621P	0.0
RNU6-923P	0.0
Y_RNA	0.0
Y_RNA	0.0
RNU4-7P	0.0
Y_RNA	0.0
SNORD115-48	0.0
Y_RNA	0.0
RNY4P16	0.0
RN7SKP28	0.0
RNU6-1187P	0.0
RNU6-865P	0.0
SNORA14A	0.0
Y_RNA	0.0
RNU4-91P	0.0
RNY4P34	0.0
RNU6-7	0.0
RNU6-283P	0.0
RNU12-2P	0.0
SNORA20	0.0
RNU6-60P	0.0
Y_RNA	0.0
RN7SKP6	0.0
SNORD74	0.0
Y_RNA	0.0
RNA5SP90	0.0
SNORD113-4	0.0
U3	0.0
SNORD32A	0.0
Y_RNA	0.0
SNORD115-15	0.0
Y_RNA	0.0
Y_RNA	0.0
RN7SKP239	1.0
RNU6-1107P	0.0
SNORD114-29	0.0
RNY1P2	0.0
RNA5SP334	0.0
RNU1-59P	0.0
SNORD113-3	0.0
SNORA25	0.0
RNA5SP396	0.0
RNU6-818P	0.0
RNA5SP359	0.0
RNU6-686P	0.0
SNORD113	0.0
RNU6-1303P	0.0
RNA5SP125	0.0
RN7SKP133	0.0
Y_RNA	0.0
Y_RNA	0.0
RNU6-304P	0.0
RNA5SP173	0.0
RNA5SP479	0.0
SNORA43	0.0
RNA5SP160	0.0
RNU1-133P	15.0
Y_RNA	0.0
RNU6-563P	0.0
RNU6-34P	0.0
RNU6-828P	0.0
RNU6-534P	0.0
Y_RNA	0.0
RNU6-119P	0.0
SNORD52	0.0
Y_RNA	0.0
RN7SKP55	0.0
RNU6-336P	0.0
RNA5SP267	0.0
RNA5SP302	0.0
RNU6-384P	0.0
SNORA5C	0.0
Y_RNA	0.0
RNU6-1325P	0.0
Y_RNA	0.0
RNU6-275P	0.0
RN7SKP226	0.0
SNORD117	0.0
Y_RNA	0.0
Y_RNA	0.0
RNU6-1071P	0.0
RNA5SP189	0.0
SNORA63	0.0
RN7SKP9	2.0
RN7SKP130	2.0
RNU6-392P	0.0
Y_RNA	0.0
RNU5E-4P	0.0
RNU6-1180P	0.0
RNU4-8P	0.0
SNORA27	0.0
U8	0.0
U8	0.0
SNORA71	0.0
RNA5SP488	0.0
RNU6-915P	0.0
RNU6-526P	0.0
SNORA73	0.0
RNY4P17	0.0
Y_RNA	0.0
RNU4-9P	0.0
RNA5SP149	0.0
SNORD48	0.0
RNU6-1131P	0.0
RNU6-867P	0.0
SNORA33	0.0
Y_RNA	0.0
SNORD115-1	0.0
SNORD114-3	0.0
Y_RNA	0.0
RNA5SP166	0.0
SNORD31	0.0
Y_RNA	0.0
RNU6-702P	0.0
RNA5SP331	0.0
Y_RNA	0.0
RNA5SP298	0.0
SNORA51	0.0
Y_RNA	0.0
Y_RNA	0.0
RNU6-294P	0.0
RN7SKP178	0.0
RNA5SP97	0.0
Y_RNA	0.0
snoU2-30	0.0
Y_RNA	0.0
Y_RNA	0.0
Y_RNA	0.0
RNU6-967P	0.0
RN7SKP153	0.0
SNORA72	0.0
SNORD114-24	0.0
RNY1P13	0.0
RN7SKP48	0.0
SNORD115-38	0.0
RNU6-590P	0.0
RNU1-140P	0.0
RN7SKP189	0.0
Y_RNA	0.0
Y_RNA	0.0
RNU6-1022P	0.0
RNA5SP442	0.0
RNU1-43P	0.0
RNA5SP485	0.0
RNA5S15	0.0
RNA5SP172	0.0
Y_RNA	0.0
Y_RNA	0.0
RNA5SP224	0.0
RNA5SP363	0.0
SNORD115-10	0.0
SNORA72	1.0
SNORA70	0.0
SNORD113-9	0.0
RNU6-673P	0.0
RNY3P1	0.0
SNORA25	0.0
Y_RNA	0.0
RNA5SP126	0.0
Y_RNA	0.0
RNA5-8SP4	0.0
RN7SKP22	1.0
RNA5SP138	0.0
SNORD115-20	0.0
SNORA62	0.0
Y_RNA	0.0
Y_RNA	0.0
Y_RNA	0.0
Y_RNA	0.0
SNORD115-35	0.0
SNORA23	1.0
RNA5SP428	0.0
RNU1-36P	0.0
Y_RNA	0.0
Y_RNA	0.0
Y_RNA	0.0
RNU6-619P	0.0
RNU6-806P	0.0
Y_RNA	0.0
Y_RNA	0.0
SNORD81	0.0
RNU6-934P	0.0
RNU6-1240P	0.0
RNU6-1134P	0.0
Y_RNA	0.0
RNU6-580P	0.0
SNORD38A	0.0
RNU6-399P	0.0
Y_RNA	0.0
RNU6-215P	0.0
Y_RNA	0.0
RNA5SP223	0.0
Y_RNA	0.0
RNA5SP324	0.0
SNORD114-20	0.0
RNU6-391P	0.0
RNU6-382P	0.0
RNA5SP152	0.0
RNA5SP19	0.0
RN7SKP80	3.01
SNORA1	0.0
RNA5SP455	0.0
RNA5SP79	0.0
RNU4-66P	0.0
RNU6-1175P	0.0
Y_RNA	0.0
RNU6-715P	0.0
Y_RNA	0.0
Y_RNA	0.0
RNU6-1280P	0.0
RNU6-290P	0.0
RNU6-1306P	0.0
RNA5SP190	0.0
SNORD58C	0.0
RNU6-1172P	0.0
RNU6-234P	0.0
Y_RNA	0.0
RNU4-12P	0.0
VTRNA1-2	0.0
RNU6-690P	0.0
RNU6-302P	0.0
RNY4P3	0.0
RNU1-100P	1.0
Y_RNA	0.0
Y_RNA	0.0
SNORD114-18	0.0
Y_RNA	0.0
Y_RNA	0.0
RNA5SP329	0.0
RNU6-407P	0.0
RNY4P28	0.0
RNU4-11P	0.0
RNU6-742P	0.0
RNU5E-7P	0.0
RNA5SP117	0.0
RNU1-114P	0.0
Y_RNA	0.0
RNU6-1327P	0.0
RNA5-8SP5	0.0
RNA5SP128	0.0
Y_RNA	0.0
Y_RNA	0.0
SNORA4	0.0
RNU6-1283P	0.0
RNU6-497P	0.0
RNA5SP355	0.0
SNORD115-31	0.0
SNORA30	0.0
Y_RNA	0.0
SNORD113-1	0.0
RNA5SP427	0.0
Y_RNA	0.0
RN7SK	752.97
RNU1-115P	0.0
Y_RNA	0.0
RNU6-1034P	0.0
RNU6-169P	0.0
Y_RNA	0.0
RNU1-51P	0.0
SNORA17	0.0
RN7SKP47	0.0
Y_RNA	0.0
Y_RNA	0.0
RNA5SP240	0.0
RNU6-282P	0.0
RNU6-1138P	0.0
SNORA9	0.0
U3	0.0
RNU6-53P	0.0
RNU6-396P	0.0
RNU6-737P	0.0
RN7SKP186	1.0
RNU6-1276P	0.0
RNU6-728P	0.0
RNA5SP85	0.0
RNU5E-5P	0.0
RNU6-443P	0.0
Y_RNA	0.0
SNORD14C	0.0
Y_RNA	0.0
Y_RNA	0.0
RNA5S16	0.0
RNU6-1318P	0.0
RN7SKP69	0.0
SNORD115-44	0.0
RNA5SP22	0.0
RNA5SP77	0.0
RNU6-596P	0.0
U3	0.0
U8	0.0
SNORD114-12	0.0
Y_RNA	0.0
Y_RNA	0.0
SNORD51	0.0
Y_RNA	0.0
Y_RNA	0.0
RNA5SP235	0.0
SNORA33	0.0
RNU6-117P	0.0
RNA5SP37	0.0
SNORD114-22	0.0
RNU6-1335P	0.0
RNY3P12	0.0
RNU6-487P	0.0
RNU6-1130P	0.0
Y_RNA	0.0
RNU6-996P	0.0
Y_RNA	0.0
Y_RNA	0.0
RNU1-64P	0.0
SNORD6	0.0
RNU1-84P	0.0
Y_RNA	0.0
RNA5SP131	0.0
RNA5SP366	0.0
RNU6-609P	0.0
RNA5SP167	0.0
Y_RNA	0.0
RNA5SP238	0.0
SNORD50	0.0
RNU6-359P	0.0
RNU6-8	0.0
RNU4-45P	0.0
RNU6-1051P	0.0
SNORA2	0.0
RN7SKP208	0.0
Y_RNA	0.0
RNU1-16P	3.0
RNU6-326P	0.0
RN7SKP204	0.0
RNY3	0.0
RNA5SP277	0.0
Y_RNA	0.0
RNU6-652P	0.0
RN7SKP249	5.0
Y_RNA	0.0
SNORA62	1.62
Y_RNA	0.0
SNORD115-43	0.0
SNORA62	0.0
SNORA25	0.0
SNORA70	0.0
RNU1-55P	0.0
Y_RNA	0.0
RNA5SP279	0.0
Y_RNA	0.0
RNA5SP211	0.0
Y_RNA	0.0
SNORA70	0.0
RN7SKP292	10.0
RN7SKP1	0.0
RNU6-61P	0.0
Y_RNA	0.0
SNORD82	0.0
Y_RNA	0.0
RN7SKP187	0.0
Y_RNA	0.0
RNU1-122P	0.0
Y_RNA	0.0
RNA5SP259	0.0
RNY3P13	0.0
Y_RNA	0.0
RN7SKP269	1.0
Y_RNA	0.0
RNA5SP30	0.0
RNU6-827P	0.0
RNU6-744P	0.0
RNU6-108P	0.0
RNU4-48P	0.0
RNA5SP88	0.0
RNU6-438P	0.0
RNU6-54P	0.0
SNORA4	0.0
Y_RNA	0.0
SNORD42	0.0
RNY4P10	0.0
RNU5E-6P	0.0
RNU6-669P	0.0
SNORA63	0.0
Y_RNA	0.0
Y_RNA	0.0
RNU4-17P	0.0
Y_RNA	0.0
Y_RNA	0.0
RNU4-20P	0.0
RNA5SP248	0.0
RN7SKP81	0.0
RNA5SP283	0.0
Y_RNA	0.0
RNU6-81P	0.0
SNORD14	0.0
RNU6-499P	0.0
RNU6-597P	0.0
RNU6-716P	0.0
Y_RNA	0.0
RNU6-898P	0.0
SNORD116	0.0
SNORD115-36	0.0
RNA5SP151	0.0
SNORD34	0.0
Y_RNA	0.0
RN7SKP230	3.0
RNU6-805P	0.0
Y_RNA	0.0
VTRNA1-3	0.0
SNORA64	0.0
RNA5S7	0.0
Y_RNA	0.0
Y_RNA	0.0
RNA5S13	0.0
RNU6-650P	0.0
SNORD18B	0.0
RNU6-395P	0.0
Y_RNA	1.0
RNU6-1329P	0.0
Y_RNA	0.0
U8	0.0
RNU4-2	60.0
Y_RNA	0.0
MIR539	0.0
MIR421	0.0
MIR146B	0.0
MIR582	0.0
MIR488	0.0
RP11-47J17.2	0.0
RP5-961K14.2	0.0
RP11-560A15.3	0.0
RP11-498P14.5	0.0
CTA-221G9.12	0.0
Metazoa_SRP	4.0
RP11-98D18.9	6.78
RP11-375H19.2	0.0
C9orf41-AS1	1.0
RP11-277A4.4	4.0
ZNF525	647.14
AC012358.7	15.0
RP11-25I9.3	0.0
AC006019.3	0.0
LINC01562	5.0
RP3-337H4.8	4.0
AC012454.4	0.0
RP11-370F5.4	0.0
LINC01317	0.0
AC074019.2	0.0
CTD-2026K11.6	85.0
AC015969.3	0.0
RP11-217O12.1	0.0
RP13-36G14.3	0.0
RP11-571E6.3	0.0
OR6C71P	0.0
Metazoa_SRP	0.0
ACTBP6	0.0
BTBD7P1	0.0
FAM32B	0.0
RP11-163F15.1	0.0
E2F3P2	5.0
Metazoa_SRP	0.0
RP11-820K3.3	0.0
LINC00449	1.0
AC004988.1	0.0
RP11-814E24.1	0.0
RP5-1113E3.3	0.0
RP11-77K12.4	0.0
INF2	3474.12
HMGB1P39	0.0
OR2N1P	0.0
RP11-291L22.4	0.0
PDCD4-AS1	75.0
RP11-556O15.1	0.0
FAM83H-AS1	0.0
RBMS3-AS2	0.0
RP11-697H9.3	0.0
TAS2R2P	0.0
Z99756.1	0.0
AC016712.1	1.0
RP11-176H8.1	1.66
OR52J1P	0.0
RP13-259N13.2	0.0
Metazoa_SRP	0.0
OR1F2P	0.0
RP11-542B15.1	0.0
IGBP1-AS1	3.0
RP5-1096D14.6	0.0
LINC00970	1.0
RP11-335E6.2	0.0
RHOT1P2	0.0
GP1BB	0.0
RP11-84A19.2	1.0
AC144450.2	0.0
AC012456.3	0.0
RP11-332M2.1	58.0
LINC00501	0.0
RP11-320P11.1	0.0
AC007618.3	0.0
LINC01285	0.0
OR2T5	0.0
OR2L2	10.0
OR2W5	0.0
EFCAB2	440.13
COX20	1943.31
CHML	3892.0
IBA57-AS1	1.0
C1orf95	6.0
RP11-351J23.1	0.0
TCP10	0.0
CAPN8	0.0
TATDN3	264.0
SERTAD4-AS1	0.0
C1orf132	438.0
CR1	134.0
C6orf99	1.0
LINC00862	1.0
RAET1G	1.0
C1orf53	0.0
SAMD5	0.0
LINC00272	0.0
TEDDM1	4.0
GJE1	0.0
ECT2L	11.53
GPR52	4.0
RP11-296O14.3	26.0
METTL11B	0.0
FCGR3A	733.57
TMEM244	0.0
OR6K3	0.0
OR10T1P	0.0
CENPW	29.0
MSTO2P	141.14
SPRN	230.58
FAM229B	25.0
FANK1	1.0
AL591704.9	0.0
LOR	0.0
PRR9	0.0
LELP1	0.0
SPRR2E	0.0
KPRP	0.0
METTL10	259.62
FAM24A	0.0
DDO	1.0
CCDC162P	45.0
LINC00222	2.0
ADAMTSL4-AS1	43.26
PPAPDC1A	0.0
BVES-AS1	1.0
LINC00577	0.0
HIST2H3C	71.82
HIST2H2AA3	76.18
HIST2H2BF	207.9
HIST2H3PS2	0.0
HIST2H2BC	44.46
RP11-744H18.1	0.0
PNLIPRP3	0.0
HIST2H3A	71.82
HSD3BP4	0.0
HSD3B1	0.0
HSD3BP2	0.0
HSD3B2	0.0
C1orf137	0.0
ATP1A1-AS1	53.01
RBM20	2.0
SMIM9	0.0
C6orf163	83.0
SNHG5	819.0
ADD3-AS1	2.0
RIPPLY2	0.0
CHIAP2	0.0
GDI1	4217.0
PCMTD2	4666.0
SOX18	0.0
CYP17A1-AS1	0.79
LIME1	329.9
SPATA42	0.0
RP11-261N11.8	0.0
OOEP	0.0
KHDC3L	0.0
DPPA5	0.0
C1orf146	1.0
HSP90B3P	0.0
SPANXN1	0.0
SPANXA2	0.0
LINC00632	0.0
CXorf66	0.0
C10orf62	0.0
SAMD13	50.0
FAM127B	149.0
CCDC160	0.0
C1orf141	1.0
EFCAB7	387.0
DEFB110	0.0
RP13-379L11.2	0.0
GLYATL3	0.0
LDLRAD1	0.0
RP11-188C12.3	0.0
RHOXF2B	0.0
ARRDC1-AS1	283.0
ZYG11A	0.0
LINC01270	0.0
LCN8	31.0
RP11-216L13.16	20.25
C1orf185	0.0
GLT6D1	0.0
IFIT1B	31.0
COL5A1-AS1	0.0
CT83	0.0
LIPN	7.0
LIPK	0.0
LIPJ	9.0
TRPC5OS	1.0
LCN1P2	0.0
LRIT2	0.0
RP11-465L10.10	2.0
RP11-126H7.4	1.0
LRRC73	2.0
MYCLP1	0.0
LINC00963	616.0
RP11-247A12.2	4.51
FOXO6	11.0
TCEAL5	0.0
SYS1	619.68
TCEAL6	0.0
ARMCX7P	0.0
INPP5B	1953.0
RPA4	20.0
TDRG1	39.0
LINC00951	7.0
NEU4	14.29
MAFB	106.0
TRAF3IP1	506.0
RP1-153P14.8	0.0
BMP2KL	0.0
CHIC1	595.0
RP4-640H8.2	0.0
NAP1L6	0.0
GIGYF2	3534.0
ECEL1P1	0.0
C2orf72	0.0
RUFY2	542.0
NHSL2	245.0
GGTA1P	27.0
PHACTR4	2508.0
CLPSL1	0.0
ASAH2B	3.0
LINC00474	0.0
AGAP6	1481.96
TIMM23B	464.92
ZDHHC18	1177.0
C10orf128	53.0
CXorf65	63.0
AGAP9	1615.53
LRRC37A5P	0.0
NPY4R	0.0
GPRIN2	0.0
SYT15	77.0
BMS1P1	2437.59
TMEM57	1796.0
PTPN20	37.0
GDF5OS	0.0
ZDBF2	46.0
LINC00619	0.0
GGNBP1	1.0
TXNDC8	0.0
RPL12P1	5.12
AWAT1	0.0
AC011737.2	5.67
DAXX	1903.0
BMPR2	189.0
TCEA3	3.0
PFDN6	300.19
RING1	898.0
HSD17B8	47.0
RXRB	1888.0
OXLD1	341.56
RP11-713P17.3	4.0
OR13C3	0.0
COL11A2	203.0
LINC00587	0.0
HLA-DOA	4519.0
HNRNPCP2	10.51
BRD2	15296.41
HLA-DMA	3077.96
PSMB8-AS1	1345.31
COL5A2	56.0
PSMB8	2293.04
TAP2	10348.17
SPIN3	9.0
LINC01420	166.0
RP11-219G17.4	7.0
TMEM235	0.0
PAGE3	0.0
TNRC6C-AS1	369.94
FLJ45079	1.0
HLA-DRA	16812.0
BTNL2	0.0
COL15A1	3.0
OR8B2	0.0
C6orf10	0.0
TMEM225	0.0
NOTCH4	48.0
PBX2	3318.36
AGER	300.0
RNF5	445.0
AGPAT1	1655.71
DFNB59	52.0
PRRT1	6.01
FKBPL	50.0
MRPL38	830.27
SMIM5	88.97
ERICH2	0.0
SP5	0.0
CYP21A1P	12.89
STK19	544.94
CD300LD	0.0
BTBD17	0.0
DXO	548.18
SKIV2L	3091.0
C9orf129	0.0
NELFE	828.0
NXPE2	0.0
RP11-380J14.1	0.0
SPANXN5	0.0
C10orf126	0.0
ZBTB12	183.94
RP11-552E4.3	0.0
SDHD	896.54
EHMT2	4666.0
XAGE1A	0.0
AC005042.4	19.11
LAYN	5.0
XAGE1B	0.0
SLC44A4	0.0
NEU1	965.0
C6orf48	952.0
HSPA1B	986.26
HSPA1A	3119.74
HSPA1L	64.0
LSM2	294.0
RP11-410N8.4	0.0
VARS	3466.0
VWA7	61.0
CARD16	99.04
RP11-65D24.2	0.0
AC012306.2	0.0
CASP12	1.0
MBD5	360.0
MSH5	2188.43
CSHL1	0.0
C6orf25	276.0
LY6G6C	13.0
XXbac-BPG32J3.20	0.0
LY6G6F	0.0
ABHD16A	1884.0
LY6G5C	90.0
RP11-1E11.1	0.0
POTEKP	0.0
CSNK2B	1892.75
CTSLP6	0.0
GPANK1	516.61
C6orf47	896.0
FAM155A	1.0
APOM	32.08
C9orf170	0.0
TRIM49C	0.0
TRIM64	0.0
TRIM51BP	0.0
RP11-313I2.10	0.0
AC079586.1	0.0
BAG6	9790.92
C1orf195	0.0
PRRC2A	17301.01
TBC1D3P4	0.0
AIF1	261.0
NCR3	21.0
PRAMEF20	0.0
PRAMEF17	0.0
PRAMEF19	0.0
PRAMEF14	0.0
LST1	55.0
NFKBIL1	150.0
PRAMEF15	0.0
PRAMEF25	0.0
PRAMEF7	0.0
MCCD1	5.0
ZNF814	939.76
MICB	740.92
AADACL4	0.0
ZNF551	882.0
MICA	171.08
ZNF805	151.0
HLA-C	27833.71
PSORS1C3	3.0
GUCY2EP	0.0
POU5F1	29.04
ZSCAN5CP	0.0
CCHCR1	631.0
PSORS1C2	0.0
CDSN	0.0
PSORS1C1	0.0
C6orf15	0.0
MUC21	0.0
DEFB122	0.0
DEFB121	0.0
CFTRP3	0.0
CTD-2514C3.1	3.94
DHX16	2256.0
C6orf136	197.0
LINC01552	0.0
MRPS18B	426.0
PPP1R10	3077.0
KRTAP5-11	0.0
KRTAP5-10	3.0
ABCF1	2420.0
PRR3	472.43
LILRB3	568.9
DDR1	355.0
AC096670.3	2.0
LRCOL1	0.0
RP11-304F15.3	99.0
LINC01123	0.0
GNL1	1880.57
HLA-E	36767.79
DPRX	0.0
TRIM39	662.0
LINC01257	44.0
ZNF468	1064.01
TRIM15	0.0
ZNF616	504.0
FOXB2	0.0
TRIM10	8.0
TRIM40	0.0
TRIM31	1.0
RNF39	34.0
PPP1R11	1092.0
RP11-1148L6.9	40.0
HLA-J	18.88
ZNRD1-AS1	853.18
PTCHD2	11.0
HCG9	1.0
GNB2L1	13682.56
HLA-G	5.01
TBC1D8	2953.0
AC068538.2	0.0
NMS	0.0
HLA-F	3690.86
ZFP57	3.0
SSX9	0.0
CRHR1-IT1	282.45
RPS26P8	1.35
ASPDH	29.0
MOG	0.0
OR2H2	2.0
CST9LP2	0.0
CBY3	3.0
C5orf60	4.0
CST9LP1	0.0
CST13P	0.0
FLJ26850	2.29
C9orf57	0.0
IGKV1OR2-3	0.0
IL31	0.0
AKT1S1	645.38
FAM153C	8.73
GABBR1	1311.0
CASC10	1190.0
C10orf113	0.0
RP5-1004I9.1	0.0
STARD7-AS1	209.77
MAS1L	0.0
OR2H1	0.0
OR11A1	0.0
OR14J1	0.0
OR2U1P	0.0
UBTFL3	0.0
OR2J2	0.0
OR2J3	0.0
OR2J1	0.0
OR2B3	0.0
OR2W1	0.0
UBTFL5	0.0
MAMDC2-AS1	1.0
LINC01556	0.0
SPDYC	0.0
C9orf135	0.0
TRIM27	2587.0
AC073464.11	0.0
CNN2P12	0.0
MALRD1	1.0
AC083899.3	275.62
CTC-281M20.1	0.0
CTC-308K20.1	44.0
RANBP17	1.0
FAM196B	23.0
IGKV1OR-3	0.0
RP11-15J10.1	5.21
FOXD4L5	1.0
IGKV1OR9-1	0.0
REG1P	0.0
ZNF204P	1.0
BX255923.2	0.0
CTD-3065J16.6	9.43
LINC01291	0.0
RP11-96J15.2	0.0
RP11-111F5.4	19.53
FAM27E4	0.0
RP11-160N1.10	0.0
TTC25	37.0
RP11-475I24.1	0.0
ADGRF5P2	0.0
MRPL53	204.91
ST8SIA6-AS1	4.0
RP11-204M4.2	0.0
MROH6	141.0
ATXN2	1792.55
DCTN1	6675.32
SPATA31A1	0.0
CTB-158D10.3	4.14
PNMAL2	10.86
TCTN1	1389.88
FAM216A	523.55
ZBTB48	1358.0
FAM201A	0.0
IGFL2	0.0
IGFL4	0.0
NAT8B	0.0
KRTAP9-3	0.0
AC021218.2	0.0
KRTAP4-8	0.0
GPR20	2.0
KRTAP1-4	0.0
KRT40	0.0
RP11-208G20.2	0.0
KRT25	0.0
MZT1	449.0
LINC01545	0.0
SPINK9	0.0
LRRC3C	1.0
RP6-99M1.1	0.0
PRR20B	0.0
PRR20A	0.0
ZNF155	314.73
UQCC3	116.5
FBXO48	119.0
GRXCR2	0.0
AC074391.1	0.0
FAM221B	1.0
CD177P1	0.0
ATP6V0E2-AS1	26.69
CD177	6.0
PSG5	0.0
ZNF783	1195.73
ZNF425	87.0
FAM83A-AS1	0.0
LRRC10B	5.0
FBXO47	0.0
C12orf73	80.0
PCDHGA1	7.01
ARHGEF34P	53.74
BLACE	0.0
PCDHA9	0.0
PCDHA8	0.0
PCDHA7	0.0
PCDHA5	0.0
PCDHA4	0.0
PCDHA2	0.0
PCDHA1	0.0
RP11-807H22.7	0.0
TRIM13	1578.47
ERICH4	2.0
MS4A13	0.0
PRSS3P4	0.0
PRSS1	1.0
OR4D8P	1.0
RP5-842K16.1	0.0
SPIRE2	21.0
AC139712.2	0.0
AARD	0.0
RP11-46C24.3	0.0
RP11-830F9.6	82.0
PABPN1L	50.0
OR5G5P	0.0
OR5D16	0.0
OR5L2	0.0
RP11-707M1.1	0.0
RP11-863P13.4	47.0
PKHD1L1	1.0
CTC-425O23.2	68.0
RP11-56P9.11	0.0
SLFN12L	102.7
LINC01121	0.0
RP11-693J15.5	16.0
CLLU1OS	0.0
SLC35B4	1237.0
LGALS7	0.0
SYCE1L	15.0
TMEM231	40.65
FAM71F2	70.0
C2orf91	0.0
CCNI2	5.0
TMEM240	8.0
FRG2	0.0
HSP90AA4P	0.0
COX17P1	0.0
DKFZp779M0652	0.0
FAM205A	19.0
CDKL4	3.0
TMEM88B	0.0
ACCSL	0.0
C4orf47	0.0
TRIQK	166.0
SDHAF1	163.0
ARID3C	1.0
PSENEN	228.48
C7orf66	0.0
REXO1L1P	0.0
C11orf91	0.0
LINC00654	76.0
SLC10A5P1	0.0
FABP9	0.0
ZBTB10	2448.0
C4orf46	545.0
SCGB2B2	10.0
CCDC144NL	1.02
LGR4	70.0
KRT17P7	0.0
PSMB10	1296.5
VIT	6.0
TTLL10-AS1	5.0
RP11-514P8.6	206.16
SPDYE2	190.81
OR7E36P	0.0
E2F4	2851.0
KRT17P5	0.0
DGAT2L7P	0.0
PDE7A	8982.58
TMEM170B	1132.0
TRBV20OR9-2	0.0
MUC12	23.0
CTXN3	0.0
LINC01602	0.0
RP11-352D3.2	2.0
MGAT4D	0.0
SNX2	5068.0
SAP25	194.75
NT5M	38.0
KRT17P4	0.0
GCNT6	0.0
SARNP	506.16
AC005863.1	0.0
OR6C68	0.0
OR6C65	0.0
OR6C3	0.0
OR6C1	0.0
OR6C72P	0.0
GOLGA2P1	0.0
LINC01460	0.0
ADGRG1	2874.0
IPO7	5425.0
PRR13	2702.9
TECPR1	4148.0
MT1H	0.0
SLCO6A1	0.0
MT1CP	0.0
MT1DP	0.0
MT1A	0.0
C15orf59	0.0
MT1M	0.0
LINC00661	0.0
CFI	0.0
OR52E6	0.0
HNRNPA1P20	0.0
SAMD9	3867.0
RP11-401P9.6	1.0
KRT6A	0.0
CNEP1R1	460.0
AL592528.1	4.0
KRT81	0.0
SNRPGP6	0.0
EXOC3L4	0.0
KRTAP12-3	0.0
IZUMO3	0.0
RP4-529N6.1	14.0
KRTAP10-2	0.0
NBPF22P	0.0
RP11-812E19.3	0.0
TP53TG3D	10.0
TP53TG3C	0.0
ATP6AP1L	98.0
CCDC85C	800.41
SPDYE18	4.35
AC004980.7	151.35
CALML3-AS1	0.0
OR52A4P	0.0
OR52J3	0.0
OR51A2	0.0
OR51A4	0.0
AC013472.3	2.0
C2CD4B	276.0
RGL3	1.0
NAP1L4	3536.0
SMG1P2	1215.01
RP11-89H19.1	0.0
TMSB4X	8875.0
TMEM256	74.16
C9orf92	0.0
CHKB-AS1	6.0
CPT1B	1416.74
RP11-497E19.1	0.0
SMN2	296.82
SERF1B	156.86
POM121B	12.0
DYNLL1P1	0.0
HMGN1	6619.0
STAG3L1	464.22
AC005488.11	1.0
MUC19	196.0
DENND6B	446.7
RP5-1132H15.2	0.0
EIF3CL	5309.71
LINC01597	39.0
AF064858.6	2.0
RP11-15G8.1	0.0
LINC01446	0.0
LCMT1	252.0
LINC01310	0.0
LINC00898	0.0
LINC00583	0.0
MFSD2B	15.0
VCX3B	0.0
CDPF1	212.0
CTD-2375G15.1	14.0
HTN3	0.0
RP3-416J7.5	0.0
LIN52	392.0
RP11-706O15.7	0.0
RP11-706O15.5	19.89
RP11-706O15.1	418.1
ARSH	0.0
ACOT6	0.0
SMIM11	39.13
TECRL	0.0
RP11-798L4.1	0.0
DPF3	129.0
MANSC4	3.0
RP11-15H7.2	0.0
ADARB2-AS1	6.0
CYP2D7	35.18
LINC00634	0.0
LYRM5	207.88
C17orf107	26.54
FAM183DP	0.0
MBD3L4	0.0
ITSN1	247.0
ITPRIPL2	559.75
RP11-363N22.3	26.0
DENND1C	2104.0
AC083864.4	1.0
RP11-1212A22.1	4479.21
SLCO1B7	0.0
CRLF2	158.0
CRYZL1	801.0
RP9P	5.49
C5orf51	1237.0
CTD-2302E22.1	0.0
CATSPER2P1	42.0
GAGE1	0.0
ARRDC5	56.0
LINC01531	0.0
DPP9-AS1	120.78
LOH12CR2	8.0
RP11-333E13.4	1.0
CYS1	0.0
PPAPDC2	94.0
KLRC2	10.96
KLRC3	16.14
TPTE2P6	0.0
AC024132.1	0.0
C16orf96	9.0
GMNC	0.0
LINC00487	12.0
TTC23L	0.0
CLEC6A	4.0
OR7E91P	1.0
RFPL3S	63.0
C22orf42	0.0
NANOGNB	0.0
LRRC72	0.0
C1QTNF9B-AS1	6.94
C1QTNF9B	4.06
KRTAP5-6	0.0
FAM99B	0.0
FAM99A	0.0
KRTAP5-2	0.0
KRTAP5-1	0.0
RPS3AP47	1.01
FAM90A2P	3.77
DEFB134	0.0
DEFB135	0.0
DEFB136	0.0
C1RL-AS1	238.52
RP11-473M20.5	0.0
OR7E136P	0.0
RP11-3B12.4	0.0
BHLHA9	0.0
ZNF316	4038.0
SRRM2-AS1	69.0
DAZ4	0.0
PDPK2P	353.17
