gene_id/transcript_id	SJINF053_211
MTAP-010	58.2633
MISP-001	0.0
MISP-002	16.0064
CEP170B-005	9.6038
CEP170B-001	0.0
CEP170B-201	183.1933
CEP170B-002	231.4526
POLR2E-012	1137.7351
POLR2E-014	460.3441
POLR2E-008	92.6771
POLR2E-010	1257.623
POLR2E-003	142.6971
POLR2E-006	2330.1321
POLR2E-007	0.0
POLR2E-005	56.5826
POLR2E-002	498.5194
POLR2E-004	206.7227
POLR2E-013	0.0
POLR2E-011	1158.6234
POLR2E-001	5695.6383
POLR2E-009	0.0
POLRMT-005	618.2473
POLRMT-001	21430.4122
POLRMT-003	35.5342
POLRMT-004	0.0
POLRMT-002	0.0
POLRMT-009	374.7099
POLRMT-007	16.5666
POLRMT-006	0.0
HCN2-001	32.0128
CDHR5-002	0.0
CDHR5-001	192.0768
CDHR5-201	0.0
CDHR5-008	8.0032
CDHR5-010	0.0
CDHR5-006	0.0
CDHR5-004	0.0
CDHR5-005	0.0
CDHR5-009	0.0
CDHR5-007	0.0
IZUMO4-010	27.8511
IZUMO4-004	70.8283
IZUMO4-001	86.5146
IZUMO4-003	689.5558
IZUMO4-012	201.9208
IZUMO4-002	356.7827
IZUMO4-006	34.7339
IZUMO4-009	0.0
IZUMO4-008	335.1741
IZUMO4-007	385.9944
IZUMO4-011	21.0484
IZUMO4-013	0.0
IZUMO4-005	9.3637
RASSF7-001	3897.1589
RASSF7-003	195.118
RASSF7-005	0.0
RASSF7-002	0.0
RASSF7-004	775.1901
RASSF7-006	51.0604
RASSF7-007	27.451
RASSF7-008	0.0
GADD45B-001	1999.1997
GADD45B-007	128.0512
GADD45B-008	40.6563
GADD45B-006	351.0204
GADD45B-003	0.0
GADD45B-009	776.0704
GADD45B-004	58.4234
PALM-002	48.4994
PALM-001	2683.0732
PALM-008	0.0
PALM-007	24.8099
PALM-005	0.0
PALM-009	1.7607
PALM-006	0.0
PALM-004	0.0
PALM-011	89.0756
PALM-003	0.0
PALM-012	97.9592
MADCAM1-002	0.0
MADCAM1-001	0.0
MADCAM1-003	0.0
MADCAM1-004	56.0224
MADCAM1-201	0.0
MADCAM1-202	0.0
MADCAM1-203	0.0
MADCAM1-204	0.0
MADCAM1-005	0.0
MADCAM1-205	0.0
IGF2-AS-001	0.0
IGF2-AS-003	0.0
IGF2-AS-002	0.0
MKNK2-201	0.0
MKNK2-001	16577.8311
MKNK2-008	5604.5618
MKNK2-007	1540.6162
MKNK2-003	3180.9524
MKNK2-002	4031.7727
MKNK2-010	1246.0984
MKNK2-011	0.0
MKNK2-006	979.3517
MKNK2-012	0.0
MKNK2-005	47.379
MKNK2-009	11.2845
MKNK2-004	67004.3217
ARVCF-001	151.2605
ARVCF-011	0.0
ARVCF-013	0.0
ARVCF-012	2080.2721
ARVCF-007	13.3653
ARVCF-004	0.0
ARVCF-003	860.3441
ARVCF-009	0.0
ARVCF-005	186.9548
ARVCF-006	20.6483
ARVCF-002	992.9572
TRMT2A-001	1146.8587
TRMT2A-005	326.2905
TRMT2A-002	272.9892
TRMT2A-003	1850.02
TRMT2A-019	0.0
TRMT2A-016	0.0
TRMT2A-006	0.0
TRMT2A-011	262.1849
TRMT2A-012	28.3313
TRMT2A-020	1818.9676
TRMT2A-008	1045.3782
TRMT2A-013	1452.9012
TRMT2A-015	61.3045
TRMT2A-009	34.4938
TRMT2A-014	172.469
TRMT2A-017	70.028
TRMT2A-018	89.7159
TRMT2A-021	0.0
TRMT2A-007	293.2373
TRMT2A-010	1666.0264
RANBP1-015	2482.593
RANBP1-001	1353.9816
RANBP1-012	968.3073
RANBP1-006	21.3685
RANBP1-009	49.4598
RANBP1-007	0.0
RANBP1-008	0.0
RANBP1-201	0.0
RANBP1-004	15.2061
RANBP1-002	0.0
RANBP1-011	0.0
RANBP1-013	48.9796
RANBP1-003	1122.0488
RANBP1-005	449.7799
ZDHHC8-003	6889.956
ZDHHC8-001	1619.2077
ZDHHC8-002	3256.8227
ZDHHC8-004	1443.9376
ZDHHC8-005	0.0
ZDHHC8-006	1193.1172
ZDHHC8-007	1859.3838
KLHL22-001	2916.8467
KLHL22-011	283.7135
KLHL22-006	20.8083
KLHL22-009	0.0
KLHL22-008	0.0
KLHL22-007	46.9788
KLHL22-010	0.0
KLHL22-005	0.0
KLHL22-004	1287.7151
KLHL22-013	80.032
KLHL22-014	56.0224
KLHL22-012	13.7655
MED15-004	15150.7803
MED15-001	1726.6106
MED15-006	7206.0024
MED15-005	0.0
MED15-010	1095.6383
MED15-024	32.9732
MED15-023	214.2457
MED15-022	0.0
MED15-021	8.3233
MED15-011	20.6483
MED15-003	384.954
MED15-031	109.5638
MED15-014	0.0
MED15-013	29.1317
MED15-009	54.0216
MED15-016	17.9272
MED15-015	36.6547
MED15-017	0.0
MED15-020	0.0
MED15-030	226.8107
MED15-018	0.0
MED15-033	3632.6531
MED15-029	7.2029
MED15-027	572.9492
MED15-012	0.0
MED15-028	362.465
MED15-019	176.2305
MED15-025	2041.2165
MED15-008	9621.5286
MED15-007	143.4974
MED15-032	2922.449
SERPIND1-001	112.0448
SERPIND1-002	0.0
SNAP29-001	12819.3677
SNAP29-003	259.4638
SNAP29-002	46.4186
CRKL-001	41128.4514
CRKL-002	0.0
LZTR1-001	13018.5674
LZTR1-005	1003.7615
LZTR1-012	0.0
LZTR1-004	598.2393
LZTR1-015	272.6691
LZTR1-007	52.1809
LZTR1-017	511.2445
LZTR1-010	117.1669
LZTR1-003	1413.2053
LZTR1-016	159.984
LZTR1-002	10090.8363
LZTR1-008	0.0
LZTR1-014	211.6046
LZTR1-011	535.4942
LZTR1-006	57.0628
LZTR1-013	2773.6695
LZTR1-009	60.1841
LZTR1-018	1000.9604
MMP11-001	2220.088
MMP11-008	0.0
MMP11-004	176.4706
MMP11-002	39.0556
MMP11-009	550.3802
MMP11-003	553.4214
MMP11-007	0.0
MMP11-005	0.0
MMP11-013	0.0
MMP11-012	109.2437
MMP11-006	0.0
MMP11-011	119.8079
MMP11-010	65.066
CECR2-201	412.3249
CECR2-202	174.4698
CECR2-004	0.0
CECR2-002	0.0
CECR2-003	0.0
CECR2-001	1173.9096
SMARCB1-001	7005.6022
SMARCB1-005	55.062
SMARCB1-003	0.0
SMARCB1-002	7329.4118
SMARCB1-006	522.2889
SMARCB1-007	124.1297
SMARCB1-004	321.6487
P2RX6-003	25.2901
P2RX6-001	0.0
P2RX6-005	0.0
P2RX6-004	0.0
P2RX6-002	10.8043
P2RX6-007	0.0
P2RX6-006	0.0
P2RX6-008	11.9248
P2RX6-009	0.0
DERL3-004	1612.8852
DERL3-002	142.9372
DERL3-005	1296.1184
DERL3-001	133.8135
DERL3-010	0.0
DERL3-007	0.0
DERL3-006	0.0
DERL3-003	551.7407
DERL3-009	0.0
DERL3-008	0.0
SLC7A4-001	0.0
SLC7A4-002	8.0032
SLC7A4-003	0.0
BCL2L13-001	7705.8023
BCL2L13-201	382.6331
BCL2L13-005	938.5354
BCL2L13-006	2902.601
BCL2L13-008	50.3401
BCL2L13-002	155.022
BCL2L13-202	377.2709
BCL2L13-009	0.0
BCL2L13-010	17.447
BCL2L13-007	44.2577
BCL2L13-004	535.5742
BCL2L13-003	381.1124
BCL2L13-203	0.0
BCL2L13-204	0.0
BCL2L13-205	651.2205
BCL2L13-206	0.0
BCL2L13-207	0.0
DDTL-001	580.7923
DDT-001	871.9488
DDT-002	0.0
DDT-005	0.0
DDT-003	0.0
DDT-007	0.0
DDT-006	0.0
DDT-004	668.0272
GSTT2-001	0.0
GSTT2-201	0.0
OSM-001	1321.7287
OSM-003	124.5298
OSM-002	90.2761
CABIN1-014	18135.1741
CABIN1-004	3278.0312
CABIN1-001	7030.6523
CABIN1-002	4839.2157
CABIN1-003	0.0
CABIN1-013	107.403
CABIN1-007	603.8415
CABIN1-012	48.1793
CABIN1-009	0.0
CABIN1-010	33.2133
CABIN1-006	916.2865
CABIN1-005	80.032
CABIN1-011	13.9256
CABIN1-201	0.0
CABIN1-202	0.0
TBC1D10A-001	2677.6311
TBC1D10A-014	293.1573
TBC1D10A-003	0.0
TBC1D10A-002	0.0
TBC1D10A-013	232.493
TBC1D10A-011	287.1549
TBC1D10A-004	2373.1092
TBC1D10A-015	272.2689
TBC1D10A-009	0.0
TBC1D10A-012	0.0
SUSD2-001	14.4858
SUSD2-002	57.543
SF3A1-001	47968.3073
SF3A1-004	0.0
SF3A1-011	1452.581
SF3A1-009	0.0
SF3A1-003	164.7859
SF3A1-006	505.9624
SF3A1-005	2471.6287
SF3A1-008	4165.5862
SF3A1-002	20.9684
SF3A1-007	286.4346
GGT5-002	0.0
GGT5-001	0.0
GGT5-003	0.0
GGT5-004	0.0
GGT5-005	0.0
GGT5-006	0.0
RNF215-002	1730.4522
RNF215-007	1062.1849
RNF215-001	1095.3181
RNF215-006	0.0
RNF215-005	11.0444
RNF215-004	134.6138
RNF215-003	103.4014
RNF215-201	27.611
RNF215-009	0.0
RNF215-008	26.9708
SEC14L2-027	0.0
SEC14L2-004	39.2957
SEC14L2-022	0.0
SEC14L2-018	10.2441
SEC14L2-016	0.0
SEC14L2-021	0.0
SEC14L2-019	0.0
SEC14L2-017	19.4478
SEC14L2-025	0.0
SEC14L2-006	0.0
SEC14L2-023	0.0
SEC14L2-015	0.0
SEC14L2-005	0.0
SEC14L2-001	46.6587
SEC14L2-003	0.0
SEC14L2-002	52.6611
SEC14L2-007	23.7695
SEC14L3-001	0.0
SEC14L3-005	0.0
SEC14L3-003	0.0
SEC14L3-002	0.0
SEC14L3-004	0.0
SEC14L3-008	0.0
SEC14L3-201	0.0
SPECC1L-001	7753.8215
SPECC1L-004	37.2149
SPECC1L-002	51.5406
SPECC1L-201	10828.5714
SPECC1L-003	0.0
SPECC1L-005	185.2741
SPECC1L-006	5764.8659
PPIL2-001	5921.0084
PPIL2-006	6024.0896
PPIL2-005	4032.3329
PPIL2-003	4936.3745
PPIL2-004	1310.6042
PPIL2-009	0.0
PPIL2-007	1095.3982
PPIL2-010	72.589
PPIL2-012	0.0
PPIL2-008	67.387
PPIL2-011	113.2453
PPIL2-002	119.0876
PPIL2-013	228.0112
UPB1-001	192.7971
UPB1-003	0.0
UPB1-002	48.7395
UPB1-006	36.3345
UPB1-004	142.457
YPEL1-001	20794.878
YPEL1-003	0.0
YPEL1-002	471.1485
SNRPD3-001	5393.9176
SNRPD3-003	188.4754
SNRPD3-005	1780.4722
SNRPD3-004	21.7687
SNRPD3-002	0.0
PES1-005	667.9472
PES1-001	8719.4078
PES1-003	0.0
PES1-004	94.1176
PES1-002	75.9504
PES1-010	732.533
PES1-009	0.0
PES1-013	16.6467
PES1-008	67.6271
PES1-012	8.0032
PES1-011	183.4334
PES1-006	350.7003
PES1-007	0.0
MAPK1-001	53363.3453
MAPK1-002	7519.0076
MAPK1-003	1332.3729
MAPK1-201	378.3113
GGT1-005	495.3181
GGT1-001	34.8139
GGT1-002	0.0
GGT1-025	0.0
GGT1-024	0.0
GGT1-028	0.0
GGT1-026	0.0
GGT1-027	0.0
GGT1-011	0.0
GGT1-003	60.104
GGT1-014	0.0
GGT1-013	0.0
GGT1-006	214.966
GGT1-020	0.0
GGT1-023	0.0
GGT1-017	0.0
GGT1-019	0.0
GGT1-012	0.0
GGT1-016	35.5342
GGT1-018	78.9116
GGT1-004	5.122
GGT1-015	0.0
GGT1-010	0.0
GGT1-009	39.7759
GGT1-022	0.0
GGT1-021	10.9644
GGT1-030	0.0
PRODH-007	0.0
PRODH-002	0.0
PRODH-001	0.0
PRODH-012	0.0
PRODH-004	0.0
PRODH-006	0.0
PRODH-011	0.0
PRODH-008	0.0
PRODH-010	0.0
PRODH-009	0.0
PRODH-005	0.0
PRODH-003	0.0
PRODH-013	0.0
PRODH-014	96.0384
PRODH-201	0.0
PPM1F-001	40697.8792
PPM1F-003	670.1881
PPM1F-002	464.5058
PPM1F-007	0.0
PPM1F-004	984.2337
PPM1F-005	0.0
PPM1F-008	11.0444
PPM1F-006	326.5306
PPM1F-009	0.0
PPM1F-010	206.0024
SLC35E4-001	378.8715
SLC35E4-002	0.0
SLC35E4-003	22.0088
TOP3B-001	7383.0332
TOP3B-003	0.0
TOP3B-012	525.01
TOP3B-007	60.5042
TOP3B-008	227.1309
TOP3B-005	548.8595
TOP3B-010	159.2637
TOP3B-013	0.0
TOP3B-014	124.4498
TOP3B-002	3477.8711
TOP3B-011	136.2145
TOP3B-009	0.0
TOP3B-004	1188.4754
TOP3B-006	49.7799
TOP3B-017	245.1381
TOP3B-016	0.0
TOP3B-015	30.2521
CRYBB3-001	0.0
CRYBB3-002	0.0
CYTH4-001	66445.1381
CYTH4-008	353.7415
CYTH4-009	487.3149
CYTH4-010	0.0
CYTH4-013	4171.5086
CYTH4-011	48.1793
CYTH4-014	0.0
CYTH4-002	29059.8639
CYTH4-007	288.2753
CYTH4-004	3480.5122
CYTH4-006	1611.8447
DGCR14-001	1150.7003
DGCR14-002	1217.8471
DGCR14-004	0.0
DGCR14-003	2081.5526
CRYBB2P1-003	205.3621
CRYBB2P1-002	172.6291
CRYBB2P1-001	242.3369
CRYBB2P1-004	41.1365
CRYBB2P1-006	488.0352
CRYBB2P1-005	419.1277
MFNG-001	5595.2781
MFNG-201	46.5786
MFNG-007	0.0
MFNG-003	605.5222
MFNG-005	0.0
MFNG-009	612.9652
MFNG-004	23.4494
MFNG-010	25.4502
MFNG-006	82.1128
MFNG-008	51.4606
CARD10-002	26.7307
CARD10-001	0.0
CARD10-003	0.0
CARD10-006	0.0
CARD10-005	0.0
CARD10-008	0.0
CARD10-007	0.0
CARD10-010	0.0
CARD10-009	0.0
CARD10-004	5.2821
LRP5L-001	0.0
LRP5L-201	0.0
LRP5L-005	145.4182
LRP5L-006	2.6411
LRP5L-002	14.4058
LRP5L-004	0.0
LRP5L-003	17.3669
LRP5L-202	364.4658
SLC25A1-001	2867.0668
SLC25A1-003	1225.7703
SLC25A1-005	723.1693
SLC25A1-004	20.008
SLC25A1-002	462.0248
ADRBK2-001	45074.91
ADRBK2-002	229.6118
ADRBK2-201	3875.1501
PLA2G3-001	0.0
LGALS2-001	32.0128
LGALS2-002	0.0
GGA1-024	1987.3549
GGA1-018	535.6543
GGA1-001	2625.1301
GGA1-002	4678.6715
GGA1-007	24.8099
GGA1-003	2632.1729
GGA1-008	14.4858
GGA1-015	0.0
GGA1-019	314.4458
GGA1-010	0.0
GGA1-011	0.0
GGA1-009	0.0
GGA1-017	46.4186
GGA1-016	130.7723
GGA1-012	0.0
GGA1-022	233.6134
GGA1-023	155.7423
GGA1-006	705.4822
GGA1-021	16.9668
GGA1-013	0.0
GGA1-014	48.0192
GGA1-005	2560.3041
GGA1-020	200.7203
HIRA-001	11993.5974
HIRA-002	0.0
HIRA-004	0.0
HIRA-003	14.7259
SH3BP1-001	7503.1613
SH3BP1-002	488.3553
SH3BP1-008	7020.4082
SH3BP1-004	167.7471
SH3BP1-005	982.473
SH3BP1-003	932.9332
SH3BP1-007	463.6255
SH3BP1-006	2637.2949
SEZ6L-005	578.3113
SEZ6L-003	247.2989
SEZ6L-002	1100.5202
SEZ6L-006	0.0
SEZ6L-004	149.6599
SEZ6L-001	0.0
SEZ6L-008	33.6935
SEZ6L-007	0.0
SEZ6L-201	1035.7743
SEZ6L-009	0.0
LGALS1-001	37463.7055
LGALS1-004	222.3289
LGALS1-005	0.0
LGALS1-007	170.2281
LGALS1-006	102.9212
LGALS1-002	0.0
LGALS1-003	0.0
HPS4-006	4193.6775
HPS4-005	1763.4254
HPS4-008	447.0588
HPS4-022	1295.7983
HPS4-010	1261.4646
HPS4-002	1263.3053
HPS4-017	0.0
HPS4-011	5552.461
HPS4-004	13747.8992
HPS4-013	0.0
HPS4-012	0.0
HPS4-009	1118.9276
HPS4-014	177.2709
HPS4-016	128.2113
HPS4-019	25.2901
HPS4-021	49.7799
HPS4-003	7148.0592
HPS4-024	0.0
PIK3IP1-001	6835.054
PIK3IP1-002	82.8331
PIK3IP1-201	958.4634
PIK3IP1-005	0.0
PIK3IP1-003	821.3685
PIK3IP1-004	201.8407
RP1-37E16.12-001	18.3273
SRRD-001	4711.3245
SRRD-003	122.3689
SRRD-002	444.6579
SRRD-201	541.0164
PATZ1-003	5287.3149
PATZ1-001	1352.0608
PATZ1-004	13565.8263
PATZ1-002	4994.3978
PATZ1-005	31.0524
PATZ1-006	163.5854
TRIOBP-013	69.7879
TRIOBP-002	0.0
TRIOBP-006	13419.0476
TRIOBP-001	5506.0424
TRIOBP-005	394.0776
TRIOBP-009	76.1104
TRIOBP-010	661.3045
TRIOBP-008	0.0
TRIOBP-012	69.0676
TRIOBP-011	0.0
TRIOBP-003	0.0
TFIP11-001	3722.7691
TFIP11-004	6667.547
TFIP11-003	0.0
TFIP11-002	4303.8015
TFIP11-009	0.0
TFIP11-010	0.0
TFIP11-006	56.6627
TFIP11-015	0.0
TFIP11-011	52.3409
TFIP11-007	162.2249
TFIP11-008	0.0
TFIP11-012	620.008
TFIP11-016	19.7679
TFIP11-005	17.527
TFIP11-013	153.0212
TFIP11-014	0.0
TFIP11-201	942.0568
GCAT-001	67.7071
GCAT-002	0.0
GCAT-005	0.0
GCAT-006	0.5602
GCAT-004	0.0
GCAT-003	0.0
GCAT-007	11.7647
GGTLC2-002	0.0
GGTLC2-003	0.0
GGTLC2-001	0.0
GGTLC2-201	8.9636
GGTLC2-202	0.0
CRYBB1-001	160.064
ANKRD54-001	4692.2769
ANKRD54-010	34.2537
ANKRD54-007	67.6271
ANKRD54-004	0.0
ANKRD54-008	80.112
ANKRD54-003	0.0
ANKRD54-005	0.0
ANKRD54-006	0.0
ANKRD54-009	224.89
ANKRD54-002	1708.2033
ANKRD54-013	17.2869
ANKRD54-014	326.1305
EIF3L-013	127.491
EIF3L-002	242.577
EIF3L-001	351.8207
EIF3L-007	24.8099
EIF3L-008	0.0
EIF3L-005	0.0
EIF3L-011	9.7639
EIF3L-006	0.0
EIF3L-012	0.0
EIF3L-009	117.7271
EIF3L-010	0.0
EIF3L-004	58701.6407
EIF3L-003	7333.0132
EIF3L-201	4158.8635
NHP2L1-003	1125.8103
NHP2L1-001	5540.6162
NHP2L1-002	0.0
NHP2L1-008	0.0
NHP2L1-006	0.0
NHP2L1-007	0.0
NHP2L1-004	112.0448
NHP2L1-005	32.2529
MICALL1-001	10204.8019
MICALL1-004	230.012
MICALL1-005	354.8619
MICALL1-002	1180.9524
MICALL1-006	383.6735
MICALL1-003	66.7467
POLR2F-011	0.0
POLR2F-010	45.1381
POLR2F-009	147.0988
POLR2F-012	8.0032
POLR2F-001	551.6607
POLR2F-003	22.0088
POLR2F-002	4.5618
POLR2F-007	30.4922
POLR2F-005	154.0616
POLR2F-008	22.7291
POLR2F-004	0.0
POLR2F-006	0.0
POLR2F-013	208.1633
POLR2F-014	48.0192
SOX10-001	0.0
SOX10-002	0.0
SOX10-003	0.0
SOX10-004	0.0
SOX10-005	0.0
CCDC134-001	1760.7043
CCDC134-003	0.0
DEPDC5-004	0.0
DEPDC5-006	0.0
DEPDC5-002	200.08
DEPDC5-201	517.6471
DEPDC5-001	6975.9904
DEPDC5-202	218.8075
DEPDC5-005	704.6819
DEPDC5-012	0.4802
DEPDC5-003	111.0044
DEPDC5-014	0.0
DEPDC5-007	0.0
DEPDC5-015	8.0032
DEPDC5-013	8.0032
DEPDC5-008	72.509
DEPDC5-016	10.8844
DEPDC5-009	79.0716
DEPDC5-018	248.4194
DEPDC5-017	66.2665
DEPDC5-019	0.0
DEPDC5-010	21.1285
DEPDC5-011	0.0
DEPDC5-203	1457.3029
PICK1-002	1141.2565
PICK1-001	285.8743
PICK1-005	710.044
PICK1-013	30.8123
PICK1-010	0.0
PICK1-009	0.0
PICK1-016	229.7719
PICK1-004	0.0
PICK1-012	150.7003
PICK1-007	0.0
PICK1-011	78.2713
PICK1-015	92.2769
PICK1-006	9.1236
PICK1-003	2215.6863
PICK1-014	130.2121
TTC28-001	31218.3273
TTC28-005	1339.0956
TTC28-003	17.527
TTC28-002	87.7951
TTC28-004	123.1693
TTC28-006	149.2597
TTC28-007	21.1285
TTC28-201	19477.2309
SLC16A8-001	843.1373
SLC16A8-003	32.0128
SLC16A8-002	77.2309
CENPM-001	585.7543
CENPM-010	0.0
CENPM-004	88.9156
CENPM-002	42.417
CENPM-005	0.0
CENPM-008	23.4494
CENPM-007	11.7647
CENPM-003	0.0
SEPT3-002	0.0
SEPT3-001	8.0032
SEPT3-003	0.0
SEPT3-004	0.0
SEPT3-006	0.0
SEPT3-005	0.0
SLC5A1-001	0.0
SLC5A1-002	0.0
SLC5A1-003	0.0
SLC5A1-201	0.0
TPTEP1-004	0.0
TPTEP1-001	53.3013
TPTEP1-003	9.7639
TPTEP1-002	1070.6683
TPTEP1-006	21.1285
TPTEP1-011	8.6435
TPTEP1-012	40.016
TPTEP1-010	179.5118
TPTEP1-005	109.8039
TPTEP1-009	53.2213
TPTEP1-008	81.0724
SLC5A4-001	8.0032
KDELR3-001	230.2521
KDELR3-002	49.8599
KDELR3-003	0.0
CYP2D6-002	0.0
CYP2D6-003	23.2093
CYP2D6-001	47.619
CYP2D6-201	81.5526
CYP2D6-004	782.553
DDX17-003	243359.3437
DDX17-001	183932.2929
DDX17-002	683.4734
DDX17-011	4960.5442
DDX17-005	405.8423
DDX17-006	159.4238
DDX17-010	397.1188
DDX17-008	813.6054
DDX17-004	10.9644
DDX17-007	707.563
DMC1-001	191.3565
DMC1-003	51.6206
DMC1-201	165.5062
DMC1-005	61.3846
DMC1-004	8.0032
DMC1-002	29.1317
DMC1-202	45.2181
TCF20-002	15765.5062
TCF20-001	7607.6831
TCF20-003	348.2193
TCF20-004	0.0
HSCB-001	306.6026
HSCB-003	124.7699
HSCB-007	269.948
HSCB-002	0.0
HSCB-005	108.2033
HSCB-004	15.3661
HSCB-006	0.0
CBY1-001	388.3153
CBY1-002	0.0
CBY1-003	28.6515
CBY1-005	0.0
CBY1-008	2.0008
CBY1-004	14.966
CBY1-009	0.0
CBY1-007	47.459
CBY1-010	0.0
CBY1-006	0.0
CBY1-201	69.1477
TOMM22-001	3119.1677
TOMM22-002	1626.7307
RSPH14-001	8.0032
RSPH14-002	0.0
RSPH14-004	0.0
RSPH14-005	8.0032
RSPH14-003	0.0
XBP1-001	38250.9804
XBP1-007	6817.2869
XBP1-006	410.4042
XBP1-003	179.1917
XBP1-005	215.6062
XBP1-004	5659.0636
XBP1-201	0.0
RTCB-001	10956.9428
RTCB-003	21.6887
RTCB-006	0.0
RTCB-007	211.8447
RTCB-004	308.7635
RTCB-008	201.4406
JOSD1-001	27730.9324
JOSD1-010	81.7127
JOSD1-002	24.0896
JOSD1-011	237.3749
JOSD1-003	21.6887
JOSD1-004	12.0048
JOSD1-009	296.8387
JOSD1-005	0.0
JOSD1-006	76.1905
JOSD1-012	1315.086
FBXO7-001	11561.3445
FBXO7-002	3226.5706
FBXO7-003	94.5178
FBXO7-004	1870.8283
FBXO7-007	132.8531
FBXO7-006	1614.1657
FBXO7-008	0.0
FBXO7-010	528.2113
FBXO7-005	14432.8932
GTPBP1-001	23392.557
GTPBP1-004	816.8868
GTPBP1-010	1720.1281
GTPBP1-006	65.7063
GTPBP1-015	149.1797
GTPBP1-002	940.2161
GTPBP1-011	25.2901
GTPBP1-007	218.8075
GTPBP1-003	0.0
GTPBP1-016	82.7531
GTPBP1-017	24.6499
GTPBP1-005	0.0
GTPBP1-018	0.0
POLDIP3-001	32937.495
POLDIP3-201	0.0
POLDIP3-002	2048.0192
POLDIP3-003	0.0
POLDIP3-202	257.2229
POLDIP3-005	607.2829
POLDIP3-004	0.0
POLDIP3-006	1508.9236
POLDIP3-203	0.0
RAB36-001	48.0192
RAB36-002	0.0
RAB36-003	0.0
TIMP3-001	8.0032
PPP6R2-004	4988.1553
PPP6R2-001	689.0756
PPP6R2-002	1842.6571
PPP6R2-003	14854.982
PPP6R2-007	4216.9668
PPP6R2-005	0.0
PPP6R2-006	1410.1641
PPP6R2-008	372.469
PPP6R2-201	6159.3437
SBF1-003	73109.5638
SBF1-001	32022.0088
SBF1-008	0.0
SBF1-005	0.0
SBF1-004	454.5818
SBF1-006	88.0352
SBF1-007	124.3697
SBF1-009	355.8223
SUN2-002	48155.3421
SUN2-001	18573.6695
SUN2-017	86156.0624
SUN2-010	0.0
SUN2-008	0.0
SUN2-011	43.2973
SUN2-003	0.0
SUN2-009	3534.934
SUN2-006	0.0
SUN2-005	692.0368
SUN2-015	1138.1353
SUN2-004	1853.8615
SUN2-012	4618.7275
SUN2-013	5434.0936
SUN2-014	635.2941
SUN2-019	1069.4678
SUN2-018	276.2705
SUN2-007	913.3253
CYB5R3-001	7083.7135
CYB5R3-201	61.7047
CYB5R3-007	3623.0492
CYB5R3-003	5132.533
CYB5R3-002	163.1052
CYB5R3-006	28.6515
CYB5R3-008	10.8844
CYB5R3-005	294.918
DNAL4-001	1958.0632
DNAL4-002	18.7275
DNAL4-004	80.032
DNAL4-003	0.0
C22orf31-001	0.0
MIOX-001	12.1649
MIOX-003	0.0
MIOX-002	19.6078
MIOX-004	16.3265
LMF2-001	0.0
LMF2-002	15071.8687
LMF2-007	1081.4726
LMF2-005	2513.6455
LMF2-004	1285.074
LMF2-006	1552.541
RHBDD3-001	632.8932
RHBDD3-006	74.8299
RHBDD3-002	144.3778
RHBDD3-005	48.5794
RHBDD3-004	10.7243
RHBDD3-003	899.88
RHBDD3-007	341.5766
PACSIN2-001	16019.2077
PACSIN2-201	0.0
PACSIN2-004	5638.7355
PACSIN2-005	3002.6411
PACSIN2-003	3731.5726
PACSIN2-009	38.4154
PACSIN2-006	0.0
PACSIN2-010	10.9644
PACSIN2-008	41.6967
PACSIN2-007	24.1697
PACSIN2-015	0.0
TTLL1-001	722.529
TTLL1-201	157.9832
TTLL1-003	0.0
TTLL1-002	127.2509
RASL10A-001	0.0
RASL10A-002	21.6887
RASL10A-003	2.3209
RASL10A-004	8.0032
AP1B1-002	14243.8575
AP1B1-201	7294.998
AP1B1-004	8158.1433
AP1B1-001	29.5318
AP1B1-202	20489.5558
AP1B1-008	189.4358
AP1B1-003	0.0
AP1B1-203	686.8347
AP1B1-007	0.0
AP1B1-006	50.1801
AP1B1-005	2078.7515
HMGXB4-002	5796.7987
HMGXB4-001	0.0
HMGXB4-004	103.4014
HMGXB4-003	893.8776
HMGXB4-007	8.9636
HMGXB4-005	56.0224
HMGXB4-008	32.493
HMGXB4-006	47.2189
TOM1-201	0.0
TOM1-013	136.7747
TOM1-003	132.0528
TOM1-202	886.5946
TOM1-002	0.0
TOM1-203	58.7435
TOM1-011	144.2977
TOM1-012	630.092
TOM1-204	0.0
TOM1-001	3929.4918
TOM1-009	0.0
TOM1-008	1274.0296
TOM1-005	0.0
TOM1-007	27.611
TOM1-015	238.2553
TOM1-004	2325.8103
TOM1-014	36.0944
TOM1-017	0.0
TOM1-016	0.0
NEFH-001	104.0416
CHKB-001	1233.4534
CHKB-010	59.8639
CHKB-012	551.4206
CHKB-008	637.8551
CHKB-007	2523.0092
CHKB-011	0.0
CHKB-006	0.0
CHKB-004	0.0
CHKB-003	5029.7719
CHKB-005	0.0
CHKB-009	404.4818
CHKB-002	16503.2413
BIK-001	272.1088
HMOX1-001	696.2785
HMOX1-002	0.0
HMOX1-003	0.0
HMOX1-004	0.0
MCAT-001	1132.2129
MCAT-002	581.6727
MCAT-003	111.4846
MCAT-004	71.3886
THOC5-005	55.1421
THOC5-201	416.9668
THOC5-202	231.1325
THOC5-004	4957.1028
THOC5-012	0.0
THOC5-009	0.0
THOC5-008	22.1689
THOC5-010	0.0
THOC5-002	132.6931
THOC5-015	151.6607
THOC5-013	298.6795
THOC5-017	0.0
THOC5-007	36.8948
THOC5-016	86.6747
