gene_id	SJINF053_211
C15orf41	129.8201
CD300LF	478.1491
ZPBP2	0.0
RP11-887P2.3	115.8098
KRT5	2.5707
KRT18P14	0.0
NBPF6	0.0
GSAP	488.4319
HTR3D	0.0
OR4F5	0.0
AGBL4	15.4242
ARGFX	0.0
CYP2R1	1055.2699
LRRC70	200.1157
ANKRD46	417.8535
PIP5K1C	2953.7275
OR5D14	0.0
CYP4F2	0.0
OR5L1	0.0
TEX38	1.2853
OR5D18	0.0
OR9M1P	0.0
ZBTB6	309.7686
C2orf76	80.9769
TAS2R42	5.1414
POLR3C	1218.509
PRR30	0.0
DEFB131	0.0
AC013271.3	0.0
UBL4B	0.0
LILRP1	3.9974
WWOX	203.0848
CYP4Z1	0.0
CIDECP	182.5193
TRY2P	0.0
CCDC84	1298.2005
BCL9L	4536.0668
POLR1D	1861.1825
KIF18B	920.3085
ZNRF1	4416.4524
FFAR4	0.0
BPIFB3	0.0
BPIFB4	0.0
SAPCD2	696.6581
EDARADD	1.2853
SLC51B	0.0
CYP4F12	0.0
MARC1	16.7095
LCE5A	0.0
SOWAHB	1.2853
BLOC1S4	312.3393
SSU72P4	0.0
LCE1E	0.0
ZNF749	133.6761
KLHL32	10.2828
SSU72P3	0.0
FAM86MP	0.0
AC016757.3	47.5578
RP11-1079K10.1	0.0
MKL2	1161.9537
BTLA	47.5578
OR10D4P	0.0
ZNF17	290.437
KDM4D	20.5656
GPAT2	24.8458
TOR3A	1579.6915
PABPC1L2A	0.0
GABRA5	0.0
PPP1CC	6709.5116
ZNF555	199.2288
MST1P2	22.8406
OR10T2	0.0
NAP1L3	5.1414
CA5BP1	180.6298
PRELID2	115.6812
BACE1	358.4319
RGS9BP	19.2802
RP11-140K17.2	0.0
TMEM212	0.0
SLC36A3	3.856
SLC36A2	0.0
THBS2	2.5707
RXRA	3578.4062
ANKRD37	91.6452
C9orf47	19.2802
NUDT17	128.1748
KIAA1024L	0.0
LINC00643	2.5707
ZNF75D	1579.6915
CYP4X1	0.0
KRT26	0.0
KRT10	120.8226
GOLGA8R	3438.329
OR10X1	0.0
CD300E	199.2288
CCDC30	345.7584
NKRF	1038.7404
GLDN	1.2853
FCAR	16.7095
KPNA4	4631.1054
TRDN	0.0
OR6P1	0.0
KRT3	0.0
ZNF501	181.2339
ZNF197	1211.0283
SPATA12	2.5707
TMPRSS12	0.0
FAM228A	5.1414
DEFB132	0.0
NAP1L2	0.0
AQP7P1	0.0
RPS23	7370.2571
GNG2	2908.7404
BTN3A2	8261.7481
AKAP14	0.0
PCLO	0.0
KLK12	0.0
RGS7BP	0.0
INSIG1	4841.9023
ANKRD20A5P	38.5604
MYT1L	0.0
C5orf38	0.0
ZNF396	57.8406
TMEM222	1055.2699
OR9I2P	0.0
OR9Q1	0.0
CLCNKA	34.7044
OR9Q2	0.0
ARHGAP30	12615.6812
SEPT10	3.856
FAM86B1	63.4447
CYP4F8	0.0
CYP4F3	82.2622
SMYD4	992.2879
CROCCP5	0.0
DEFB105A	0.0
FOXD2	37.2751
GPATCH8	7042.4165
CEACAM19	2.5707
DEFB107A	0.0
NF2	1650.3856
C6orf1	170.9512
DEFB106A	0.0
SPATC1	54.2416
UBE2H	2897.1722
MIR22HG	465.2956
DEFB105B	0.0
HPDL	39.8458
KTN1-AS1	8.9974
KATNA1	634.9614
FSD2	2.0694
ARAP1	8435.347
KIF24	287.9177
PDE2A	8.9974
SPDYE17	0.0
LRRC16B	75.8355
PRG2	43.7404
PRR5	215.7326
ZFP91	6945.2956
C17orf58	51.4139
BCDIN3D	214.4859
MAGEE2	0.0
EEF1GP1	0.0
RP11-266I3.7	0.0
CYP27C1	0.0
LYRM7	1464.0103
DTX2P1	225.09
CCDC42B	21.8252
CCDC73	17.2622
MST1L	24.8972
BCR	14840.7841
OR10H1	0.0
MPPED1	12.8535
TPI1P3	0.0
FSCN2	131.1054
FOXI2	0.0
SPIN4	1359.8972
ZNF732	3.8689
SPIN2B	105.7841
SPATA31D3	0.0
FOXE3	0.0
HYAL3	115.2442
KCNK18	0.0
IFNA10	0.0
VSIG10L	23.1362
CXCR3	96.401
ZNF397	2152.8663
ZSCAN30	2072.0694
TPCN1	2500.0
LILRB4	3080.9897
C2orf27B	0.0
TNFRSF4	304.6272
KRT17P2	0.0
KRT16	0.0
HEXIM1	2164.8972
SELV	0.0
LINC00846	8.2648
LCE1A	0.0
KRT14	0.0
TRABD2A	174.8072
KRTAP17-1	0.0
PDZD7	1171.144
POFUT2	1178.6632
QRFPR	0.0
MAPT	7.7121
ERCC6L	196.6581
OR13F1	0.0
OR5D3P	0.0
TMEM17	52.6992
TNFRSF18	181.2339
FGF3	0.0
C1QL4	1.2853
RTN4RL2	8.4704
ZDHHC17	4480.7198
SERPINA11	0.0
P2RY4	21.8509
ZNF395	3127.2494
ZACN	15.2442
KRTAP22-1	0.0
KRTAP19-6	0.0
KRTAP6-2	0.0
CHCHD2P9	0.0
OR13C8	0.0
PPARA	1991.0026
TMEM232	8.9974
LINC01551	0.0
KRTAP19-2	0.0
KRTAP19-4	0.0
KRTAP15-1	0.0
KRTAP13-4	0.0
FAM183A	0.0
EFCAB6	7.7121
KRTAP19-5	0.0
KRTAP23-1	0.0
KANK3	132.892
EMID1	1074.5501
ACTL7A	0.0
KRTAP21-1	0.0
RHD	68.1234
LINC00207	0.0
C17orf82	0.0
ESPN	15.4242
PNLIPRP1	0.0
PTRH1	63.0334
KRTAP21-2	0.0
SAMD7	0.0
GPR141	17.9949
TMPRSS6	6.4267
CYP4A11	0.0
TMEM216	212.0823
RPS19BP1	457.5835
TMPRSS11A	1.2853
TMEM262	149.2545
C3orf70	6.4267
TEAD1	59.126
OR2AK2	15.4242
DEFB106B	0.0
PLCD1	345.7584
CCK	0.0
ENTPD5	636.3496
MITF	185.09
FUNDC2P3	0.0
HEATR4	19.2802
NAP1L1	17064.1388
LILRA5	75.8355
CMC1	381.4524
SLIT1	60.4113
LYPD6	0.0
AKR1C1	66.1825
VSTM2B	0.0
FOXD3	7.7121
SPATA21	7.3907
RNF220	12952.6093
ANGPTL5	1.2853
SHTN1	17.9949
H1FNT	5.1414
LCE4A	0.0
BAGE2	0.0
LCE2A	0.0
KRTAP12-1	0.0
LCE2C	0.0
CTD-2600O9.1	2.5707
RP11-195F19.5	10.7584
ZNF546	375.3213
TSPYL4	1227.5064
DAZ3	0.0
MT1X	29.563
GCNT1	4908.7404
LCE2D	0.0
RP11-161I2.1	11.5681
SESTD1	4052.6992
LCE3B	0.0
FNBP1	14830.5913
DYNC2H1	294.3445
KRT12	0.0
MAGED4B	1004.6787
BCAM	60.4113
RSBN1L	2476.8638
NPSR1	0.0
WDR86	92.5835
EPOR	56.5553
FAM9C	0.0
KRTAP9-8	0.0
CIDEC	0.0
DCC	0.0
TAF9B	884.3188
PCDHB13	8.9974
MAGI2	29.563
LUZP2	0.0
LHFPL3	5.1414
CHP1	3343.1877
RP11-67P15.1	0.0
FPR3	2.5707
HIST1H1T	2.5707
C11orf96	25.7069
HSD3BP1	0.0
SERPINA13P	0.0
KCNJ11	2.5707
CDHR4	19.2802
COL4A1	2.5707
RPL7P48	0.0
PLEKHG7	2.5835
GJA4	5.1414
PTMA	37995.6941
HYPM	0.0
HSPA14	1197.9434
ATP13A5	0.0
SIRT7	2284.0617
PRR27	0.0
PRR13P5	2.1337
IFT140	2251.928
TPM3P7	0.0
POTEG	1.2853
PRAMEF10	0.0
AGMO	0.0
SBK2	0.0
CYP26C1	2.5707
TLR5	43.7018
USP7	8392.0308
NANOS3	6.4267
FOXD4L3	0.0
NHLRC1	25.7069
DPPA3	0.0
COX8C	0.0
PLEKHN1	3.856
TERF1P2	0.0
ZNF385C	68.1234
TMEM247	0.0
MAGEH1	154.2416
TET3	3574.5501
ZNF286A	512.2108
ISG15	114.3959
EXD3	456.2982
OR5W2	0.0
TMEM8C	0.0
TCL6	1774.5116
C17orf97	145.4242
ZKSCAN4	611.5938
RGPD1	161.5681
DHRS4L2	336.2853
SAMD11	0.0
PERM1	0.0
VMAC	720.7069
TMSB4XP8	0.0
TSPY13P	0.0
C5orf52	0.0
HAPLN4	16.7095
ERC2	0.0
B3GLCT	393.3162
SPRY4	145.2442
ERAS	1.2853
KRT18P59	0.0
TRPV2	3423.5476
AMTN	0.0
CXorf67	0.0
RP11-723O4.6	69.7943
C2orf88	55.2699
OR2T27	0.0
TMEM203	670.9512
SLC18A3	0.0
KBTBD12	111.8252
THSD4	17.9949
GTF2IP3	0.0
DNAJB13	45.4242
GABRD	34.7044
AMY1C	0.0
TCEA1	4438.7918
NHEJ1	498.0206
FANCA	2139.473
SECISBP2	5665.8098
OR52B6	2.5707
C9orf153	11.5681
SSX7	0.0
ADH1A	2.6478
HSPE1P11	1.2853
OR2B7P	5.1414
SEMA4D	10069.4087
KRTAP10-8	0.0
LIN28B	1.2853
FAM69C	772.4936
DNAH17	208.2262
MCRS1	1748.072
TMEM72	7.7121
FANCM	1092.545
FAM205C	1.2853
ZNF70	1723.6504
CARD9	652.6735
PEAR1	77.1208
ZFP69B	106.6838
TMEM202	0.0
SOWAHD	569.4087
RP11-24M17.5	0.0
ZFP69	280.2057
HELT	0.0
ZCCHC16	0.0
TMEM220	339.3316
C2orf78	0.0
HIST1H1C	89.9743
TMEM256-PLSCR3	667.1851
EIF4EBP1	165.8098
OR7E25P	0.0
P2RX2	0.0
ASCL4	0.0
OR6C75	0.0
CCDC157	176.8252
TTC24	5521.8509
FAM122A	1145.2442
PALM3	1.2853
RNFT1P3	6.4524
GFRAL	0.0
C1orf168	0.0
CXXC1P1	0.0
OR5H7P	0.0
SHISA7	3.856
AC097382.5	2.5707
LRRC74B	1.2853
DMBT1	0.0
CLEC17A	132.3907
OR51I2	0.0
LCN10	594.3959
LDLRAD2	287.3522
C2orf66	1.2853
OVCH1	0.0
ARHGAP11B	1020.9254
HS6ST1P1	26.9409
PMS2CL	809.653
CYHR1	3091.2596
COL14A1	28.2776
DNER	0.0
CPSF4L	1.2853
KLHL17	462.7249
ZCCHC13	0.0
AC008079.9	0.0
PLA2G2C	1.2853
ANKRD19P	16.6967
ZSCAN23	5.1414
KCTD9P3	0.0
RINL	553.9846
C17orf99	0.0
HNRNPA1P61	0.0
OR7D2	2.5707
TPRG1	50.1285
RP11-43F13.1	287.6093
C1orf204	11.8123
MORN2	24.4216
RTP5	167.0951
MEIS3P2	0.0
S100A3	0.0
UBQLN2	1971.7224
RILPL1	12.9563
CTSL3P	0.0
C19orf67	0.0
ZNF490	323.0463
CLCN1	11.5681
NRN1L	10.1671
NWD1	0.0
ARL4C	3970.437
RNF133	1.2853
TMEM221	335.4756
TREML4	50.1285
RAB42	29.563
WNT7B	3.856
OR51F1	0.0
C11orf95	5304.6272
SCGB1C1	0.0
RP5-1119A7.11	0.0
PRSS45	12.8535
PLA2G4E	0.0
GPR89B	782.0823
MESP2	0.0
FAM25A	0.0
ALOX15P2	0.0
EYS	23.1362
C6orf132	11.5681
DAZ1	0.0
OR2AG2	0.0
MAPK12	442.9049
TMEM215	0.0
NUTM2G	109.2545
COL4A5	1.2853
KRTAP10-6	0.0
AGRN	885.6041
NHS	32.1337
OTOG	0.0
FAM166A	10.2828
TMPPE	263.4961
ZNF626	102.8278
HEPACAM2	1.2853
SMTNL2	1.2853
ZC3H6	1638.8175
LINC00265	782.108
LAMTOR4	523.7275
PRKAR1B	245.8098
NUTM2B	252.8021
HNRNPU-AS1	4202.365
NCR3LG1	92.545
DCUN1D3	564.2674
POTEE	0.0
AC002398.9	63.5219
ZNF793	79.6915
TUBB4B	5014.8329
AGAP4	1824.7301
PP7080	190.09
COMMD6	542.4165
PLA2G2A	0.0
IL17REL	2.5707
HYKK	7.7121
OR7A5	0.0
C15orf62	237.4936
FAM230A	14.1388
RUFY4	12.8535
ZNF383	485.8612
HES4	1.2853
IGFL1	0.0
ZNF669	332.9049
C19orf35	168.3805
LRRIQ4	8.9974
CENPP	573.4576
PLSCR1	650.3856
OR7D1P	0.0
C3orf62	732.6478
ENO4	0.0
ZNF559	1750.4756
SBK1	539.8458
OR6C6	0.0
BSPH1	0.0
SLC38A3	0.0
OR6N2	0.0
GTF2F2	625.964
FAM92A1	326.9023
FOCAD	682.5193
AC092171.2	2.5707
PRR19	5.3985
ZP3	58.0848
C10orf99	0.0
H3F3C	5.1542
IFNA2	0.0
AC018892.9	12.018
JAKMIP3	48.8432
PPP3R2	1.2853
GOLGA6L3	46.6195
PDCD1	332.9049
CLEC2A	1.2853
GPR21	10.2828
TCTEX1D4	17.9949
ANKRD36P1	0.0
IGHV1OR15-9	0.0
SELL	2755.7841
MAGEB5	0.0
CHM	1589.9743
NANOS2	0.0
BLOC1S5	821.7995
RP11-1396O13.14	0.0
OR4P1P	0.0
SRP72P2	7.7121
CERKL	11591.2596
WASF4P	10.6812
ACTBP11	0.0
SLC24A5	1.2853
AC003003.5	1.2853
IER5L	115.0257
H2AFX	1331.6195
INSC	26.9923
SERPINA5	0.0
C19orf54	476.8638
LCTL	10.874
NCCRP1	2.5707
KRTDAP	0.0
C22orf34	138.8175
RP1-273G13.2	0.0
COL25A1	5.1414
FAM83G	596.5938
C9orf171	2.5707
AC010969.1	0.0
SRSF10	12663.2391
HBA2	1815.5013
DUSP28	585.6427
C15orf52	773.7789
NBR1	2401.0283
OR2G6	0.0
RALGAPA2	2042.4165
NDOR1	1646.5296
FBLL1	3.856
NKAIN2	210.7969
KRTAP1-1	0.0
PAQR9	0.0
LINC00083	0.0
CFAP54	16.7095
NPIPP1	121.7352
CLN3	1413.8946
FAM72B	159.4859
ASAH2	0.0
SUMO2	2894.3702
NANOS1	6.4267
HMX3	312.3393
IGFL3	0.0
GOLGA8M	85.2956
ZNF177	246.6067
LDOC1L	3038.5604
DPYD	1512.8535
S100A16	1.2853
RP11-361A23.2	0.0
PTAR1	6569.4087
CC2D2B	6.3882
RNASE9	0.0
TSPY7P	0.0
SAXO2	39.8458
LINC00319	0.0
HILS1	0.0
OR7E90P	1.2853
RHCE	7.7121
C2orf80	0.0
IDO2	0.0
PARVB	394.6015
TEKT4P2	1.2853
SLC4A5	615.3213
UROS	740.3599
OR56A5	0.0
CYP51A1-AS1	4.563
KRTAP24-1	0.0
ZDHHC9	413.8817
ZBED6CL	457.5835
QRFP	5.1414
OR13D3P	5.1414
DUPD1	0.0
SMIM15	1062.8406
OSTN	0.0
VWC2	0.0
FAM221A	616.9666
TMEM120B	660.0386
FSIP2	10.2828
RBM34	730.0
NOXA1	66.838
TBC1D3P2	0.0
TMEM198	7.7121
BCL2L15	70.6941
FZD9	2.5707
TMSB4XP2	1.2853
SPRED3	47.5578
OPTC	0.0
PLET1	7.7892
ADRB3	0.0
SKOR1	29.563
CATSPER4	0.0
PRELP	0.0
PLA2G2E	0.0
ZNF548	2090.3985
MTF1	1753.2134
TMCO2	0.0
ZNF322P1	0.0
SHISA6	0.0
TMEM201	1505.1414
NHLRC3	2467.8663
HMX2	43.7018
SNTN	0.0
ZDHHC11	262.635
FAM26F	39.8458
CNR2	344.473
LINC00910	104.4087
SLX4	1327.7635
GLRA4	0.0
DPPA3P2	0.0
ENTPD8	10.2828
RPL14	4331.2725
BEND4	169.6658
RP11-159F24.2	0.0
RPSAP47	1.2982
FAM78B	1.2853
ZNF563	15.4242
TMC3	2.5707
RPL10AP2	1.2853
POTEA	0.0
FBF1	865.1671
KLRG2	2.5707
ASTL	2.5707
MSL1	7780.2057
CTD-3088G3.8	222.365
LRRK2	203.0848
BSX	0.0
GJB3	7.7121
FAM196A	0.0
TRMT2B	1172.2365
HACD4	1736.5039
CFAP126	0.0
USP32P1	1616.3753
NYX	0.0
FAM120AOS	1336.9023
UTS2B	0.0
C9orf152	5.1414
NOC2L	4177.3779
MSANTD1	37.2751
AADACL3	0.0
DHFRP1	23.4576
NELFB	2677.3779
SLC15A5	0.0
LIPI	3.856
LRRC66	2.5707
ZNF292	13580.9769
HUS1B	6.4267
KCTD21	326.054
SBSN	0.0
PROS2P	0.0
ADAT2	710.7969
KIR2DL4	25.7069
FAM35DP	25.4113
MAGEB16	0.0
VHLL	2.5707
DUSP21	0.0
ZNF567	371.4653
NDUFA4	352.1851
ANKDD1B	8.9974
ALKBH2	80.9769
RNFT1	2316.1697
RNF222	6.4267
CGB5	0.0
RELN	2.5707
FAM111B	773.7789
APOD	1.2853
H1F0	700.5141
GAGE2A	0.0
LITAF	2354.7558
VSTM1	2.5707
TMEM120A	451.1568
ARID2	5892.0308
RIMKLBP1	36.1311
FAM25G	0.0
SF3B3	6929.3059
PRSS48	0.0
IL1RAPL2	0.0
BLOC1S3	395.8869
SP6	1.2853
ANKRD34B	1.2853
PLAC9	15.4242
FAM47B	0.0
NKAPL	0.0
UBE2Q2P1	341.9023
FSCB	0.0
CLDN4	5.1414
ZNF573	111.8252
RP11-77G22.2	0.0
CRYM-AS1	24.4216
GRAPL	170.874
FAM47E	3.856
HN1	778.9203
ZNF527	213.3676
TNRC18P3	0.0
ZAR1L	0.0
KRTAP10-12	0.0
S100A13	150.617
ZNF33A	3513.3419
OR14I1	0.0
KRT77	1.2853
PCDH18	0.0
DCAF8L2	0.0
ZNF600	1687.2622
BTBD8	50.1285
LINC00994	0.0
DPY19L2P1	1.2853
MAOA	8.9974
PAX8-AS1	3028.5476
C15orf61	94.8329
AC069277.2	0.0
NUGGC	24.4216
LINC00943	0.0
TSPYL1	2168.1105
SPANXN3	0.0
TRIM64B	0.0
PNRC2	5654.2416
DRICH1	61.1054
LINC01164	0.0
GJB5	5.1414
FHIT	46.2725
FAM150B	85.8098
ANKRD62P1-PARP4P3	0.0
ZKSCAN3	1077.3522
FOXR2	0.0
RRP7A	2966.0154
LIN54	1087.4036
RP11-797H7.5	0.0
FAM53B	11060.2185
FAM180A	0.0
C6orf222	0.0
SPANXN4	0.0
RP11-113D6.10	0.0
S100A14	0.0
KAZN	32.1337
SLC35E2B	15828.4062
RPS2P46	34.6787
FAM90A27P	0.0
FAM179A	44.9871
SPATA31D4	0.0
NEMP2	1420.3085
ALG1L	0.0
KIAA0408	2.5321
GSPT2	384.3188
RP6-149D17.1	0.0
TBC1D28	0.0
C8orf76	309.6787
CXCL17	1.2853
FAM90A14P	1.401
OR7E12P	1.3368
OTUD6A	0.0
HMGB1	25826.9923
MMP23B	45.5527
SH2D5	0.0
SPATA41	5.1414
ZFP92	109.2545
USP32P3	177.8535
NCR1	55.2699
RASSF10	15.4242
GJB4	2.9692
RNU1-75P	0.0
MIR494	0.0
RNU1-15P	0.0
Y_RNA	0.0
OR2L13	16.3239
BLOC1S2	359.8972
SYCP2	1390.7455
ZNF724P	104.1131
IL1RAP	1965.2956
AC013442.1	0.0
PTPRT	0.0
MYBPC1	0.0
PAX5	38214.4473
AC079610.2	3.856
OR5K4	0.0
OR6M1	0.0
SPOCK3	1.2853
ZNF676	0.0
ZNF699	286.144
RP3-391O22.3	0.0
ADAM5	0.0
TDRD7	1560.4113
C16orf93	690.0643
OR8A1	0.0
KIAA0895L	1002.5707
HLA-DRB1	4701.8638
VN1R2	0.0
MYT1	0.0
SERPINA3	0.0
AKR1C3	96.3882
SPATS2L	34.7044
OR11H13P	0.0
ZNF250	296.9152
WDSUB1	804.6272
ZNF79	348.329
S100A4	1566.838
PLEKHG4	226.2211
KRTAP4-3	0.0
FAT4	24.4216
C8orf86	0.0
COLCA1	42.4165
KIF19	21.8509
OR6K2	0.0
ZNF681	208.2262
ACADSB	1935.7326
STK40	3119.5373
RPS2P4	6.4267
OR10J1	0.0
TMEM63A	3411.3111
CTSE	1.2853
SEMA4A	1248.072
HRCT1	0.0
MPHOSPH8	3979.3573
RNF216P1	593.7404
EEF1A1P5	1331.5296
GREB1	16.7095
SIRPB2	385.9512
ZNF766	888.1748
RYR1	10.2828
SRGAP3	2010.2828
KRTAP5-3	0.0
FAM217B	1785.347
SULT1C3	0.0
TUBB	26163.419
LCOR	3008.9974
SUPT5H	7748.072
XPNPEP3	436.2596
OR2T2	0.0
OR2C3	1.2853
LINC00615	0.0
ZNF107	3087.4036
OR10S1	0.0
SFTA2	0.0
PPIA	7530.9769
ZNF471	375.3213
OR10J3	0.0
ZNF836	407.3265
ZNF493	1255.7841
LINC00523	0.0
Metazoa_SRP	0.0
GTF2IRD2	1663.9332
GRM7	1.2853
SUPT3H	3215.9383
BECN2	0.0
NIF3L1	316.1954
AC005154.6	3799.5501
ATP2A1	140.1028
HLA-DRB9	1.2853
RP11-497H16.5	98.7789
IARS	5210.7969
HIATL2	201.8252
POM121	8338.0591
ZBTB44	7437.018
GIMAP5	273.1491
STK31	35.9897
CGB7	0.0
NLGN3	213.3676
OR8D1	0.0
ADH7	0.0
ZKSCAN7	340.617
ZNF729	0.0
CD55	2609.2545
CPNE4	0.0
ZNF565	96.401
NTNG2	759.6401
ELAVL3	0.0
WDR5	1455.0129
PRSS29P	0.0
LONP1	2439.5887
C9orf163	6.491
TRRAP	11638.8175
NUDT11	10.2828
SRGAP2B	636.7866
FUT4	4038.5347
ASB13	101.5424
SLC35F1	1.2853
ZNF34	237.7892
ZNF781	30.8483
OR4Q2	0.0
ZNF140	550.3728
INCA1	25.7069
CTD-2503O16.3	0.0
ZNF774	20.5656
RP13-77O11.11	0.0
PTPN1	3547.545
OR10D1P	0.0
EVL	6993.2519
SPANXD	0.0
THEM5	1.2853
NOXO1	8.3419
EPHB4	1611.8252
PRTN3	16.7095
ZNF765	1118.4833
ZNF124	448.5861
XRCC6	8305.8869
S100A5	3.856
LINC00176	46.2725
PPP1R26	389.4602
NBPF4	0.0
TSC22D2	2613.1105
CRYBA4	0.0
ASMT	5.1414
NPIPB15	128.3033
ZNF569	474.473
ARMCX4	993.2776
YRDC	762.2751
ZNF777	823.9075
PIK3R4	1669.6658
ZNF775	1474.2931
ZNF605	1235.2185
TRAPPC2	1264.5501
RFX8	912.5964
MYL6B	439.4216
ZNF799	516.6452
FGF16	0.0
SIAH1	1422.4293
RP13-644M16.4	0.0
GK2	0.0
C20orf96	336.7609
ESRRG	2.5707
IPO4	1400.9383
NCOR2	8595.1028
SULT1A1	294.563
ARL9	69.4087
PRPF40A	8425.4499
GDAP2	1087.4036
TCEAL3	102.8278
ANAPC7	2585.2057
TPK1	191.5167
SLC6A9	19.2802
AFAP1	16.7095
NACA	7471.7224
OR9K1P	0.0
MYO18A	29608.1105
OR2T3	0.0
SPTSSB	33.419
C17orf59	545.1028
MAN2A2	12709.5116
MME	746.5039
FAM72A	138.419
LINC00238	0.0
CACNA1H	28.2776
SULF2	1287.9177
RP3-499B10.3	0.0
HBG2	898.599
RP11-57C13.3	0.0
LAMA2	10.2828
PFN3	0.0
PLXNB2	34245.3085
OR5AC2	0.0
AJAP1	1.2853
XRCC2	332.9049
MYO6	6570.6941
MKL1	6847.0437
CTB-25J19.1	0.0
HDAC2	3335.4756
ANKRD20A19P	2.5707
ZNF782	215.9383
SLC22A25	0.0
POTEF	0.0
ZNF846	541.1311
MMP1	0.0
ADH1B	1.2853
UGT2B15	0.0
TCF4	6760.9254
WNK3	8.9974
RP3-337D23.3	0.0
SDHAF3	93.8303
HRH1	12.8535
RABL6	4150.2828
ZNF136	745.5013
ZKSCAN5	1051.4139
ZNF502	77.1208
TRAPPC4	488.5347
AC004057.1	186.2725
TTC30B	359.1131
SLC30A10	0.0
OR8B3	0.0
TECPR2	1686.2596
TLR7	219.7943
FAM180B	57.8406
LINC00173	309.7686
ZFP62	1095.1157
ERI2	724.4859
TOMM7	379.1774
HSH2D	15908.8432
TRPV1	340.7198
ZNF33B	1792.5707
PDXDC2P	1188.9332
ZNF512B	1251.5553
AMZ2	750.2571
ZNF431	2595.1157
FAM150A	0.0
NF1	3750.6427
VKORC1L1	1550.1285
ZNF418	119.5373
DAPK1	763.4961
LCE1B	0.0
HLA-DQA1	2461.0283
COL27A1	208.2262
LINC01560	51.4139
GM2A	1093.8303
HIST1H2AI	23.1362
CLPSL2	0.0
S100A2	10.2828
SNHG17	637.5321
ZNF700	3060.874
AC079612.1	1.2853
POU3F4	0.0
OR14A16	0.0
CD47	16668.3805
OR52K1	2.5707
TLE1	1858.3548
MAML3	3652.9434
HIST1H2AG	98.9717
STRN3	1608.946
ZNF239	70.6941
CTB-134H23.2	0.0
SPINK14	0.0
SPRR2B	0.0
CTBP1-AS2	896.0797
CHRNG	2.5707
ZSCAN16	151.928
MVB12B	1867.6093
C6orf106	4146.4396
CTD-2192J16.17	52.8663
OR11G2	0.0
POTEI	0.0
ADA	1804.6272
ARID5A	3194.0874
PATE2	0.0
PPTC7	5868.8946
KRT39	0.0
TOMM20L	1.2853
RGPD4	0.0
NHLRC2	2155.527
HIST1H2AD	7.7121
ZFP28	691.5167
KIAA1211L	8.9974
CBWD3	801.7738
SCN8A	109.9357
LAMB3	17.9949
HIST3H2BB	0.0
AC090286.4	0.0
TEX43	0.0
KPNA5	1318.7661
ANKRD36B	1304.563
ARHGEF12	3290.4884
HCAR1	0.0
ZNF252P	664.4473
PDLIM7	475.5784
FLNA	135789.2031
TMEM26	0.0
RPS26P11	0.0
SRGAP1	12.8535
OR2L8	2.5707
FAM3C	1520.5784
NOP9	3699.8715
OR2T4	0.0
ZNF705A	0.0
SLC39A10	2600.2571
SCOC-AS1	11.5681
CASP4	2892.0308
AP2A1	5102.7249
ZNF585A	663.6118
FUT11	603.4576
NXF4	0.0
SMIM10L2B	1.2853
ANXA4	1341.9023
LAGE3	100.2571
RP11-88G17.6	5.1414
WDR5B	543.7018
FAM163B	0.0
NPIPB9	361.2339
WDR45	2343.2519
METTL9	2519.2802
ZNF138	431.8766
ZNF429	224.9357
ZNF470	439.5887
SERTAD1	258.3548
ZNF100	1620.4113
CXorf40B	510.9769
OR51A6P	0.0
ZNF398	1107.9692
ZSCAN25	1619.5373
RBMY1A3P	0.0
ANXA6	5185.09
ZNF441	811.054
GMFB	2309.7686
SIGLEC15	20.5656
ZNF420	332.9049
ZNF763	254.4344
ZMYM1	1428.0206
DTHD1	71.9794
HIST1H4C	2.5707
ZSCAN26	811.1311
MAFG	2540.617
OR2T32P	6.1054
ARRDC1	1942.1594
KIAA1671	37.2751
KRT35	0.0
IGF2R	19120.8226
ZNF300P1	2.5707
LCE1C	0.0
NPSR1-AS1	0.0
GOLGA6L16P	0.0
GAL3ST4	1627.2494
RP11-573D15.8	12.8535
DYNC1H1	22182.2751
SLC6A17	1.2853
IFNL3	0.0
PCBP2	12424.5116
ZGPAT	1610.6941
SLC25A29	6412.5964
PGAP1	70.6941
SRC	1717.2237
ZNF679	0.0
ZNF682	209.5116
OR8B8	0.0
ZNF772	707.2622
ZNF257	8.9974
PCNXL3	6836.7609
ADAM32	0.0
ACSL5	3209.9871
LRRC8B	1988.4319
RP11-452G18.2	0.0
ABCB8	1972.6093
HIST1H3J	4.653
SND1	6912.5964
OR4C4P	0.0
ZNF785	564.2674
SULT1A2	35.2442
NEK5	127.2494
PSMD12	1079.6915
OR2B4P	0.0
MAGEA6	0.0
RP11-76E12.1	0.0
ADGRA1	0.0
CH17-340M24.3	10.2828
PIWIL2	104.1131
MIRLET7BHG	7.7121
NOL4L	3632.1594
SSXP1	0.0
CYSRT1	17.9949
SLC22A4	38.5604
KB-1592A4.15	0.0
ZSCAN5B	2.0823
TCEA1P1	0.0
ENTPD4	5966.581
C1D	407.4679
TBC1D9B	12132.3907
OR1J2	0.0
HIST1H4J	29.563
SLC2A7	0.0
FAM110D	0.0
SERPINA1	237.7892
LINC00336	0.0
TPSB2	0.0
AP000445.1	0.0
KANK2	392.0308
EIF4BP6	108.6118
C6orf141	1.2853
OR8D2	0.0
GTF2E2	766.0668
IL27	1.2853
GUCA2A	1.2853
RAD54B	149.4987
ZNF165	33.419
SYNGAP1	2316.9409
RAMP2-AS1	0.0
